komentar,timestamp,sentiment
@Remmyxy: yang bilang harga sembako naik ya emng setiap hari besar bahan sembako naik,2024-12-31 18:21:00+00:00,negatif
"biasain tonton sampe abis ya gaes, klo gamau ribet liat caption nya ajaa",2025-01-01 01:30:32+00:00,negatif
min tolong kasih turun harga berat badan☺️,2024-12-31 17:45:25+00:00,negatif
bio nyaa😭🙏🏻,2024-12-31 17:42:52+00:00,positif
"tinggal di sidak aja di lapangan ke pasar pasar contoh paling prioritas , sebab sebagian bahan pokok sudah ada yang naik harga nya",2025-01-01 01:00:01+00:00,positif
min kamu kok sabar bgtt sih ngerespon semuanya aku tau loh min kamu capek aku aja kalau di posisimu bakal muak banget 😭,2024-12-31 17:16:56+00:00,negatif
"min saran aja sih minta di cek lg, bbrp perusahaan yg punya karyawan gajinya dibawah 10jt udh kena ppn diam"" bahkan ada yg lbh dr 12%, dr sejak bulan september 2024. semoga di sosialisasi lg min, kasian mereka gajinya cuma 4jt dipotong""",2024-12-31 23:12:08+00:00,negatif
"ini gerindra abis ini menyelidiki ya pls, atau ga kasi informasi yang singkat dan jelas, MASA MAKANAN PADA NAIK YANG JUAL BILNH KRNA PPN 12% apalagi di pasar 😭😭😔😔",2025-01-01 00:12:39+00:00,positif
"Yang pada bilang harga sembako udah naikk, bapak ibuk sekaliaannn, biasa nyaa jugaa hari2 besar psti sembako pada naikkkkk 😭😭😭😭 apalagi ini rentetan bangett, natal, tahun baru, imlek, puasa, lebaran. Ya Allah 😭😭😭😭",2025-01-01 03:46:22+00:00,negatif
omon omon aja😁😁,2024-12-31 12:58:30+00:00,netral
"paa karyawan retail kesian pak kerja shift2an tp ga dbyr lembur, dtmbh klo tgl merah gblh libur🥹",2025-01-01 16:01:51+00:00,netral
gelooo detail bangett miinn menyalaaa🤙,2024-12-31 13:29:05+00:00,netral
WiFi juga kenapa naik ppn nya pak😭😭,2025-01-01 14:14:15+00:00,positif
"Alhamdulillah terima kasih tolong apabila sudah ditetapkan, mohon diperiksa di lapangan keadaan yg sebenarnya guna mengurangi oknum2 curang",2024-12-31 17:53:43+00:00,negatif
"ayo kampanyein, buat produsen yg ga terkait brg mewah kembaliin harga dasarnya ke awal",2024-12-31 16:54:00+00:00,negatif
Admin Gerindra bisa kuat ya reply komen para masyarakat Indonesia. semangat Admin gerindra 🥰🥰🥰👍👍👍,2025-01-01 00:22:55+00:00,positif
"admin gerindra mengusai semua elemen 😂,sehat selalu admin",2024-12-31 20:34:28+00:00,positif
Min caption nya simpan di komentar biar bisa di copy paste ☺️,2024-12-31 18:32:53+00:00,netral
min lebih keren motor scoopy atau vario?,2024-12-31 12:53:23+00:00,negatif
"tahun depan gw balik yaa, bye...",2024-12-31 16:39:38+00:00,positif
absen sebelum tahun baru 🎆🎇🎉,2024-12-31 14:30:18+00:00,positif
"admin Gerindra sudah mulai aktif kembali, menyala wii❤️‍🔥",2025-01-01 04:09:44+00:00,positif
"kenapa bukan namanya ppnBM yang naik, malah di tulis ppn dalam undang undang",2024-12-31 13:08:39+00:00,negatif
"Sudah Naik Semua Min, baik barang mewah maupun bukan barang mewah semuanya Naik",2024-12-31 14:43:41+00:00,negatif
"min kamu harus tahu dilapangannya sekarang kebutuhan kaya skincare,makeup,banyak deh pokoknya yang kecil² gitu juga udah naik 😭",2024-12-31 21:16:36+00:00,netral
"baca caption serasa baca koran, panjanggggg, mantap min, auto share.",2024-12-31 23:20:20+00:00,positif
ini kalo semisal di lapangan nggak sesuai lapornya keman ya?,2025-01-01 01:44:10+00:00,negatif
"Aktual di lapangan berbeda, banyak penyedia jasa menaikkan PPN sebelum keluarnya pengumuman resmi dari Presiden. Tolong di kroscek ke lapangan min",2025-01-01 02:30:32+00:00,positif
Ijin bapak presiden saya belanja untuk jualan diwarung kata penjualnya harganya dinaikan persiapan ppn 12% kalau sdh ga jadi naik ini bagaimana bapak mohon petunjuk 😭,2024-12-31 16:31:42+00:00,negatif
"eta harusnya teh diralat ""besok PPnBM naik 12%"" bukan ""PPN besok naik 12%"" kalo kalimatnya begini beberapa orang masih bisa berasumsi bahwa yang naik itu PPN bukan PPnBM, meskipun pak prabowo sudah menjelaskan sedemikian rupa.",2025-01-01 03:25:22+00:00,negatif
hidup jendrallku bapak prabowoo,2025-01-01 01:15:12+00:00,positif
"Udah PPN 12% gajadi naik, trus bayar listrik 50% selama 2 bulan .. lope sekebon bapak ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2025-01-01 08:48:46+00:00,negatif
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku🔥🔥🔥",2025-01-01 02:45:24+00:00,negatif
"min akibat salah paham ppn naik, sembako pada naik min🤣🤣",2024-12-31 12:57:23+00:00,negatif
gk cape ngetik caption nya min? 🗿,2025-01-01 00:45:55+00:00,negatif
prabowo p nya apa? ppn 12% lahh 🤣🤣,2024-12-31 12:50:39+00:00,negatif
"Saya pernah kecelakaan kerja min, fatal patah bagian bahu, tapi di bilang atasan dapet uang nya sekitar 5jt'an trus di berentiin kerja kalo di urus ke BPJS ketenagakerjaan, jadi ga saya urus 🥲",2025-01-01 00:06:13+00:00,negatif
Tetep aja min anak anak wabah gabakalan ngerti🤣tapi yang penting mimin udah ngasih informasi sih🥰semangat terus min,2024-12-31 15:47:31+00:00,positif
malem tahun baru enaknya bakar bakar atau ngapain minn,2024-12-31 12:56:41+00:00,negatif
tapi min bukti ny di lapangan pada naik min pada ikut2tan naik semua coba aja min cek kelapangan bkn barang mewah aja kebutuhan masyarakat kecil semua pada naik,2025-01-01 03:03:45+00:00,negatif
min ipon turunin harga nya jadi 2rb plis 😓🙏🏻,2025-01-01 05:51:15+00:00,negatif
tp kenyataan nya smua fomo naikin pajak.. pdhl peraturan hanya untuk barang mewah,2024-12-31 17:57:38+00:00,negatif
Yg Sabar Ya Min Walaupun Mimin Di Angap Meguasai Semua Elemen Kehidupan,2024-12-31 15:53:54+00:00,negatif
gampang nya PPN itu sama aja cuman berlaku pada barang mewah.,2024-12-31 19:36:30+00:00,netral
min turun kan harga Pertamax jadi 5k full tank🙏🏻,2024-12-31 18:59:45+00:00,negatif
Min mau mie aceh ga ?,2024-12-31 12:51:32+00:00,negatif
"alhamdulillah semakin jelas yaa tentang masalah PPN 12% ini,
terimakasih Pak Presiden Prabowo 🫡",2024-12-31 22:55:18+00:00,negatif
mindra besok mancing ayo,2024-12-31 15:19:08+00:00,netral
"sabun mandi,detergen, kopi saset,mie instan, teh itu semua barang mewah makanya naik jadi 12%😭😭😭😭 hampir semua supplier udh ngomong naik, jadi man yg benar?? bikin bingung banyak orang",2024-12-31 15:02:13+00:00,negatif
jd kenaikan barang2 sekarang itu GARA2 akhir tahun 🫵🏻,2024-12-31 14:42:27+00:00,negatif
berarti undang-undang nya harus direvisi. bukan cuman konverensi pers.,2024-12-31 16:02:23+00:00,negatif
min aku kangen kerandomanmu 😭,2024-12-31 13:37:21+00:00,positif
Menurutku sih kalau seharusnya naik ya mendingan di naikin aja. toh pemerintah juga sudah memikirkan matang² demi masa depan indonssia,2024-12-31 15:34:38+00:00,negatif
ADMIN TURUNKAN SEMUA HARGA TOPUP ADMIN 😋😋,2024-12-31 18:33:07+00:00,negatif
"Yakin bahan-bahan pokok gak bakal ikut naik?,kalo ampe ikut naik gegara bahan baku pengusaha kena ppn gw tandain lu ya min 😂",2024-12-31 14:35:05+00:00,negatif
"intinya para netizen yang terhormat, captionny sudah tertera dengan jelas, jadi dibaca sampai habis supaya paham!! semangat pak presiden 🔥❤",2024-12-31 16:03:43+00:00,positif
posting ulang ah biar pas beli beli org naikin. harga alesannya ppn bisa ditunjukin,2024-12-31 22:57:29+00:00,negatif
"akhirnya mindra hadir membawa angin segar, terimakasih🙏🏻",2024-12-31 13:35:27+00:00,negatif
"Min, saya kerja di bidang penjualan handphone, di mall millennium medan, saya mau tanya min, buat penjualan oppo atau vivo dari perusahaan mereka naikan pajak 12%, dan tempat kita menyewa tempat juga dinaikan 12%, apakah itu barang mewah min, terima kasih, tolong dibantu jawab ya min 🙏🏻",2024-12-31 23:30:47+00:00,negatif
"yg kuota internet itu gmna min?? parah bngt kuota internet sekarang cmn 28hari trs harganya naik juga, udh mahal tambah mahal",2025-01-01 05:29:14+00:00,negatif
komen ah biar satu tahun yang lalu🗿🗿🗿,2024-12-31 15:04:52+00:00,positif
"mudah²an tidak diikuti dengan kenaikan BBM yah, klo itu ikut naik krna dampak ini sudah d pastikan semuanya ikut naik",2024-12-31 12:50:31+00:00,negatif
Senjata api dijual legal di indo kah?,2024-12-31 14:23:25+00:00,negatif
tetap semangat pak Prabowo,2024-12-31 15:39:18+00:00,positif
"min, kok diskon di tiktok shop gw dikit ya?",2024-12-31 22:53:22+00:00,negatif
"Allahumma shoyyiban naafi'an 🤲
Alhamdulillah hujan☺️siapapun yg baca semoga di beri kesehatan berlimpah, umur berkah barokah, hajatnya segera tersampaikan🤲 Aamiin 🤲",2024-12-31 13:12:14+00:00,negatif
min bapaku sudah 30thn kerja honorer... waktu pengumuman p3k kmren beliau cuma dpt r3 aja.... apa gak kasian sudah mengabdi dari lama😭,2024-12-31 12:54:43+00:00,negatif
malam ini lagi bakar² ap min? 😁,2024-12-31 17:17:49+00:00,negatif
"gua kek mikirinya tuh emang pak Prabowo emang mau ngeharumin namanya,secara dia udah tua dan bisa jadi nggak bisa sampe 2 periode so dia kek all in supaya dia dikenal baik sebagai presiden",2024-12-31 18:32:22+00:00,negatif
oke harus di hapalin apa aja yg jadi 12%karna ujian pajak ku tergantung ppn ini🗿,2024-12-31 14:08:49+00:00,netral
"mana baru beli private Jet lagi gw
😭",2025-01-01 02:31:00+00:00,positif
"dripada bantuan turunnya k orang itu"" ja,mendingan harga"" terjangkau,sembako,pupuk dll..jadi smuanya merasakannya...",2024-12-31 15:08:27+00:00,negatif
"Akhirnya ada penjelasan yg lebih sederhana yg mungkin mampu di cerna oleh rakyat (i hope so), udah jelas arah pemimpin kita kemana arahnya. Thanks Bpk presiden, thanks admin gerindra",2024-12-31 15:11:42+00:00,netral
"yeyy ,mie ayam ku gk kena ppn😋😋",2024-12-31 13:49:33+00:00,negatif
klo ada pedagang yg naikin harganya dg alasan naik pajaknya Gmn min? pdhal dagangannya ga masuk kategori PPnBm..,2024-12-31 22:19:12+00:00,negatif
indomie harga nya tetep atau naik?,2024-12-31 12:49:58+00:00,negatif
KAK TIKET PESAWAT DI KALTIM KHUSUSNYA PENERBANGAN PESAWAT KECIL ANTAR KABUPATEN NAIKNYA GAK NGOTAK BGTT☺️☺️SAMPE BEDA 200K DNG TAHUN 2024😔,2025-01-01 02:03:29+00:00,netral
"Min, saya pedagang. Di faktur tertulis pajaknya naik jadi 12%. Harga yg dijual semua ganti. Saya bingung, yg kami jual kebutuhan pokok tapi tetap kena pajak 12% yg katanya hanya untuk barang mewah 🙏",2025-01-01 02:54:36+00:00,negatif
"pak, udah 2025 tapi saya masi jomblo pak!!",2024-12-31 18:28:03+00:00,negatif
"ppn udh diberlakukan hari ini, seharusnya dikasih penjelasan mendetail brg apa aja yg dinaikkan ppn nya dri jauh² hari ga si? soalny semua toko udh blg akan dinaikkan karena ppn.",2025-01-01 01:53:18+00:00,negatif
"btw yg pd naik harganya coba tunggu seminggu,tunggu kabar ini kesebar",2024-12-31 14:55:52+00:00,negatif
p adu jam 2:13,2024-12-31 19:13:54+00:00,negatif
"barang2 naik tapi hasil panen petani ga menentu gimana min? tolong lah mereka2 naikan harga2 hasil panen kayak sayur mayur, cabai, buah dsb",2024-12-31 14:26:01+00:00,negatif
"tapi di berita barang barang pokok malah naik? kaya sabun, deterjen, shampo dll",2024-12-31 13:00:59+00:00,negatif
"jadi PPN apa PPNBM?
kemarin PPN, sekarang PPNBM..",2024-12-31 14:46:17+00:00,negatif
"MIN TOLONG BILANG KE BAPAK SURUH NAIKKAN HARGA PINANG,, MASAK 4000 SEKILO",2024-12-31 13:24:11+00:00,negatif
aku tidur dulu yaa😚,2024-12-31 14:31:45+00:00,positif
"kadang2 JD lahan kesempatan ga sih buat yang berdagang,,",2024-12-31 23:18:01+00:00,netral
Caption nya panjang lebar😭😭,2024-12-31 14:17:21+00:00,positif
"punten min, tpi yang kerja di retail khususnya di gudang (alfa) udh kena pajak pph🙏🏻 g tau juga untuk daerah lain tapi didaerah karawang udah kena min, pdhl gajinya hanya 5,1 🙏🏻 mohon penjelasanny",2024-12-31 14:29:11+00:00,negatif
saya ngga percaya.. soalnya sya jualan bkan barang mewah tapi harganya smua naik krna PPN naik,2024-12-31 13:46:47+00:00,negatif
"mlm thn baru gk bakar"" min🗿",2024-12-31 15:19:35+00:00,negatif
masih nunggu UU rapasan aset min🔥,2024-12-31 13:38:23+00:00,positif
gak salah tuh?? sembako udh pd naik ya. tuh si bahlil bilang bbm aja naik 12%. distributor sembako dr brp bulan lalu udh naik. alat produksi di pabrik emg gk masuk barang mewah??,2024-12-31 19:38:32+00:00,negatif
"nyatanya min, semuanya pada naik. internet, BBM, paket sembako pada naik. kan nggak semuanya dari perkotaan",2025-01-01 05:06:37+00:00,negatif
tagihan wifi saya kok ikutan naik😭,2024-12-31 16:41:30+00:00,netral
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku🔥🔥🔥",2025-01-01 12:23:11+00:00,negatif
Bahan pokok pada naik karna seasonal aja gak sih? Tiap akhir taun suka naik kan emg ?,2025-01-01 04:18:24+00:00,negatif
LC naik gak min ?,2024-12-31 17:30:02+00:00,negatif
"Aku usaha toko sembako, sales2 sprti wings udh ngasih tau barang2 akan naik sesuai kenaikan ppn 12%. Di aplikasinya pun sdh trtulis mulai 1januari25 harga naik sesuai kenaikan ppn 12%. Hmm selevel mi instan berarti barang mewah ya.",2024-12-31 23:54:15+00:00,negatif
"Tapi mungkin gak sih ada ""pengusaha"" yang menaikan harga dengan alasan ppn 12% padahal ""katanya"" ppn 12% cuma buat barang mewah",2024-12-31 14:25:04+00:00,netral
"kak kalau buka toko kan suka ada barang kiriman dari sales, nah itu ada tarif ppn nya kan. Apakah nanti kira2 akan terkena pajak 12%?",2024-12-31 13:49:12+00:00,negatif
entar juga semua barang ikut naik,2024-12-31 22:11:59+00:00,negatif
"telat telat woy dipasar harga harga udh pada naek bjir, santen kara aja skrg udh 5rb 🤣",2024-12-31 14:50:56+00:00,negatif
"Barang elektronik, spearpart naik boskuu, mungkin awal Januari bakal naik semua termasuk bahan pokok 🙏",2024-12-31 14:33:05+00:00,negatif
"min saran tahun 2025 ini , sampaikan ke kementrian terkait yg berhubungan dengan bantuaan,klo bisa yg data orng kementrian langsung Biar tepat sasaran.",2025-01-01 03:03:03+00:00,negatif
semoga tahun depan gaji guru bener2 naik ya pak 🤲🙏 kita sebagai guru hanya bisa berdoa dan berharap lagi dan lagi,2024-12-31 17:23:30+00:00,negatif
Dapet 😩EMAIL BULANAN WIFI NAEK Lho gimana 😩dahh woy,2024-12-31 19:27:58+00:00,negatif
komen ah biar 1thn yang lalu😹,2024-12-31 13:34:31+00:00,positif
"Aku kerja di Apotek, sebelum tgl 31 sudah dapat info dari PBF terhitung 1Jan harga obat ngikut PPN 12%😌",2024-12-31 15:52:47+00:00,negatif
"min saya UMKM Bidang Kedai Kopi dari kota makassar
apakah fresh milk /UHT,Air Mineral dan Susu Kental manis apa dikenakan PPN12%
Soalnya di daerah saya di distributor sudah pada keluarkan surat ppn12%",2024-12-31 19:20:40+00:00,negatif
"Oh ternyata begini toh, tapi kenapa di setiap grosir dan warung-warung kecil. Malah ramai menaikkan harga sembako dan juga harga-harga kopi Min 😌",2025-01-01 14:57:57+00:00,negatif
Bbrp barang udah ada yg naik duluan😭,2024-12-31 16:21:19+00:00,negatif
intinya dampak nya bakal ke semuanya itu . gaada tawar menawar,2024-12-31 15:08:33+00:00,positif
"min slip gaji gua ada SETORAN PPH 21, itu maksud nya apa ya, tapi gaji gua di tambahkan.!! jadi 😕",2024-12-31 19:33:13+00:00,negatif
Padahal hampir semua kena pajak 12% contohnya: mau beli motor aja udah mulai naik harganya karena adanya kenaikan ppn yang semula harga 27-28jt jadi 30an jt keatas,2024-12-31 14:45:31+00:00,negatif
gw yakin kopi Golda juga akan naik😭,2024-12-31 14:09:35+00:00,negatif
kapan makan gratis ya bg,2025-01-01 05:10:30+00:00,negatif
"sya pedagang pak, dan sdh ad kabar akan ad kenaikan krna ppn, rakyat kecil dn pengecer tetap akn jd korban orng kaya / pabrik2 yg kna ppn 12%, ibarat konsumin makan d rmah mkan yg d kenakan pajak",2024-12-31 20:36:19+00:00,negatif
"izin kritik, PPN naik berdampak ke kalangan atas nih, tapi kalangan atas pasti bakal menaikan barang dan jasa mereka untuk membeli barang dan jasa yg kena PPN.
koreksi kalo ga rapih",2024-12-31 14:10:49+00:00,negatif
"min kenapa saya gak dapet PKH, sedangkan tetangga sy yg punya mobil mlh dapet pkh",2025-01-01 00:44:12+00:00,negatif
min bisa turunin harga adidas ga??,2024-12-31 18:05:40+00:00,negatif
min itu yg lg hangat dibicarakan masalah token gmn min ya Allah nangis dah aku😭,2024-12-31 17:20:39+00:00,negatif
"maaf tanya, kalo tarif internet termasuk ppnbm apa ga kak, soalnya tarif wifi internet naik alasan ppn 12%",2024-12-31 14:22:59+00:00,negatif
"anda tau warung sembako?? yg menjual mi instan, susu dan makanan anak kost lainnya?? semua itu NAIK",2024-12-31 14:43:02+00:00,negatif
tolong admin di Medan banyak sekali badan usaha yang omset milyaran tapi gaji karyawan nya jauh dari UMK sementara pengeluaran banyak sekali,2024-12-31 16:08:03+00:00,negatif
diamond mobile legend kena PPN 12% min🗿,2025-01-02 04:30:04+00:00,positif
"tp mindra sebelum pa prabowo kasih keputusan ..
para tengkulak sembako udah naik duluan 🥺 terutama minyak goreng ..",2025-01-01 02:14:28+00:00,negatif
wifi saya baru bgt pukul 00:00 lngsg ada notif pajak 12% dari yg sehwrusnyw cuman 11%😭,2025-01-01 02:25:55+00:00,negatif
kalau pulau yg di jual kena juga min?,2024-12-31 12:54:05+00:00,negatif
waduh ganjar udah spek up duluan🤣,2025-01-01 01:49:47+00:00,negatif
hai aku dari 2025,2024-12-31 14:40:48+00:00,positif
min obat2an ppn naik 12% apakah hidup menjadi sehat adalah kemewahan?,2024-12-31 13:48:58+00:00,negatif
semua bakal kena efek. apa lagi PT PT besar yg memakai Listrik Dll . walaupun itu yg katanya hanya barang brendit tetep bakal ke rakyat nyampe pajek naik nya 🙏,2025-01-01 00:11:13+00:00,negatif
Padahal sudah ada beberapa sales yang menginformasikan pertanggal 1 Jan 2025 PPN jadi 12%.,2024-12-31 14:50:46+00:00,negatif
"kalo emang kenaikannya hanya utk barang mewah, kenapa disebutnya gak 'kenaikan ppnbm jadi 12%', kenapa malah 'kenaikan ppn jadi 12%'? pajak barang mewah namanya ppnbm bukan?",2024-12-31 22:44:13+00:00,negatif
pak.. gimana nasib kami honorer yg terdata di database.. formasi sedikit.. katanya ada paruh waktu tapi knp keterangan di akun tidak lolos..,2024-12-31 16:13:45+00:00,negatif
bio chef arnold ganti lagi 3x,2024-12-31 12:56:09+00:00,positif
"semua pt, perusahaan sdh mengumumkan ppn naik 12% tiap barang. PPnBM aja yg mau di naikkan yakin pak admin?
kita rakyat sdh mumet pak gaji umr bersaing dg kebutuhan yg naik hrga trs.",2024-12-31 16:17:09+00:00,negatif
alhamdulillah. sehat selalu n panjang umur presidenku,2024-12-31 13:50:38+00:00,positif
min tolong sampaikan ke pak prabowo harga pertamax di tegal Jawa Tengah turunkan lagi sya operator melihat bos sya kasihan g pernah nutup modal krn yg di cari masyarakat pertalite sdngkan usaha bos sy,2024-12-31 13:18:25+00:00,negatif
min tapi barang barang sembako pada ikutan naik jadi 12% min,2024-12-31 16:39:30+00:00,negatif
maaf pak presiden tp di lapangan sembako pada naik coba BPK turun ke pasar biar tau,2025-01-01 01:59:23+00:00,negatif
emang beli obat di rumah sakit termasuk barang mewah ya kok ikutan naik jg😑,2024-12-31 14:22:02+00:00,negatif
"lah ini pada naik tpi, heran saya",2024-12-31 16:19:56+00:00,negatif
jadi klo makan di gacoan msh sama harganya ya min.?,2024-12-31 16:55:07+00:00,negatif
percaya?,2024-12-31 13:26:05+00:00,negatif
"minnn tapi kalau ga naik kok potongan pajak di gaji gw naik min masa dari 90rb jadi 359rb ya alloh😭
ini bukan buzzer ini lillah gw alamin syok banget liat slip gaji desember😭🙏",2024-12-31 13:33:42+00:00,negatif
"untuk pengisian pulsa seperti pulsa listrik,pulsa internet,pulsa telepon,pulsa internet prabayar apakah kena ppn 12% min???🙏🙏🙏",2024-12-31 13:51:29+00:00,netral
Min serius nanya lalu knpa untuk transaksi cex juga ikut naik 🙏,2024-12-31 13:19:00+00:00,negatif
min misal motor 30jt jadi brp yaa totalnya,2024-12-31 13:53:01+00:00,negatif
kepemimpinan Bp kebanggaan Seluruh Rakyat Indonesia.,2025-04-12 08:04:33+00:00,positif
saya yakin beliu hanya 1 periode.,2025-02-01 14:39:47+00:00,negatif
min makan gratisnya mana😡,2025-01-23 14:00:09+00:00,positif
minn... di STNK saya 260k tpi yg di suruh bayar 320k. itu kenapa ya 🗿,2025-02-27 04:32:27+00:00,negatif
ga capek min nulis caption nya? 🥰🥰,2025-01-21 14:54:53+00:00,negatif
pa libur Ramadan 45 betul ga,2025-02-04 13:00:07+00:00,negatif
"pak saya sudah pilih bapak 2x,, tolong pak jalan di kota saya (bengkulu) sumatra selatan.
buruk sekali pak,, kayak kolam lele pak, jalan antar prov pdhal pak🙏 kemana anggaran jalan itu",2025-01-22 04:56:27+00:00,negatif
"min gimana kabarnya, sehat terus min 😆😆",2025-01-24 12:53:14+00:00,positif
minn gue pengen nmax nih lu punya kaga😭,2025-01-21 05:27:04+00:00,negatif
"Gerindra g nya apa
gak jadi libur leee",2025-01-22 04:07:18+00:00,negatif
Boleh ka sya meminta bantuan di sni,2025-04-05 18:53:24+00:00,netral
alhamdulilah semoga bapak presiden prabowo sehat selalu dan selalu di lindungi allah awt amiiin 🤲,2025-02-09 13:12:47+00:00,positif
"Pak srius nanya klu msuk TNI SMA polri emang bayar yah pak ? Soalnya katanya klu mda ada uang kess 250 juta mda msuk mki TNI, trus Sepupuku jga mau msuk polwan di suruh siapkan uang sekitar 600 juta Bru bisa lulus, emang ia pak ???",2025-02-03 00:22:24+00:00,negatif
"tapi bahan belanja, sembako dll naik😂",2025-03-11 14:34:01+00:00,netral
pak saya minta keadilan dalam negri ini pak Prabowo,2025-02-08 01:05:24+00:00,positif
libur 45 hari gak,2025-01-28 13:21:17+00:00,negatif
asalamualaikum saya minta tolong aspalkan n jalan yang di daerah saya di Jawa Tengah kabupaten purbalingga kecamatan rembang desa gunung wuled aku mohon pak semoga di baca,2025-02-26 11:44:21+00:00,negatif
p,2025-01-28 13:20:59+00:00,positif
"Mindraa,,,knpa harga motor fiz R naik padahal bukan termasukk barang mewahh...😭😭😭",2025-01-28 12:01:22+00:00,negatif
"intinya jangan terlalu mengeluh,, nikmati saja program yg ada,,, 👍👍",2025-02-06 09:01:47+00:00,negatif
"min..
gimana pindahin uang 500 jt di pikiran ke rekening....???",2025-01-28 06:34:52+00:00,negatif
libur 45 hari jadi ga min?,2025-01-28 05:55:37+00:00,negatif
Masha Allah. saya baru tau min. saya kira ppn naik untuk semuanya. Maafkan ya min.,2025-02-06 03:35:21+00:00,negatif
pak KLO bulan puasa libur gaa,2025-01-28 05:54:52+00:00,negatif
pak saya punya KTP punya KK tapi tidak punya tanah rumah bantuan apapun tidak pernah dapat apa saya gara gara miskin jadi tidak di akui sebagai masarakat,2025-02-05 19:58:21+00:00,negatif
"turuni harga pokok pak terimakasih,,🙏",2025-01-28 17:48:03+00:00,negatif
"MANTAP PRESIDEN-KUH.
AMANAH SEBAGAI PRESIDEN BENAR BENAR BAPAK TAATI.
KELAK BAPA AKAN SELALU DIKENANG SEBAGAI PRESIDEN YANG DI KAGUMI RAKYATNYA.
SALAM HORMAT DAN SEHAT SLALU UNTUK BAPAK PRESIDEN PRABOWO.👍👍💪💪",2025-01-28 04:18:03+00:00,positif
"tolong pencerahannya, di perusahaan gaji naik wajib libur, tpi potong gaji liburnya, la sama aja gak naik pak gajinya, ya tuhan",2025-01-22 04:55:16+00:00,negatif
KEBIJAKAN DIBERLAKUKAN TIDAK DISERTAI DEAFT DITAIL DAN ATURAN YG JELAS. AMBURADUL,2025-02-25 01:01:19+00:00,negatif
pajak motor maksudnya saya min ada keringanan ngk 😂,2025-01-22 04:27:59+00:00,netral
"min 3 x priode saya coblos bapak, minta tolong sampaikan, ada rumah isi 3 orng anak2 masih kecil2, rumahnya udah dengdek mau roboh, kayu udh pd lapuk, tolong dibantu min",2025-01-27 18:19:11+00:00,negatif
"kecewa bgt karna ga di liburin😭😭😭
udh lumutan loh nunggunya eh malah gajadi😭😭",2025-01-21 02:19:39+00:00,negatif
min bantu min buka message di dm saya,2025-01-21 22:03:14+00:00,negatif
Terima kasih Admin dan semoga saja secepatx dan di edarkan ke kota propinsi dan kabupaten agar kami sebagai buruh dan pekerja bisa bebas pajak Amiiii,2025-02-02 04:13:42+00:00,negatif
min libur 45 hari jadi gk?,2025-01-21 14:45:55+00:00,negatif
kreen pak,2025-02-05 11:33:29+00:00,netral
"@rio Manorek: Ijin salam dari manado, desa nasaret wioi timur kec. Ratahan timur kabupaten minahasa tenggara butuh perhatian dari pemerintah banyak anak remaja putus sekolah karena akses jalan rusak🙏",2025-01-27 17:58:55+00:00,negatif
tolong turunin harga Honda crf pak😏,2025-01-27 17:14:01+00:00,negatif
pak di SMP 1 negeri Kendari kok belum dapat ya,2025-01-21 22:31:50+00:00,netral
permudah kita untuk bayar pajak,2025-01-27 12:55:19+00:00,positif
"anak saya pun masih usia 2 th tapi suami jd pengangguran udh lama banget, coba peruntungan sgala upaya dilakukan tp masih ada penolakan dari perusahaan Besar
syarat lain Slik ojk jelek jadi problemnya",2025-02-05 08:52:10+00:00,negatif
BPJS gimana ni min ?,2025-01-30 04:11:13+00:00,netral
"ya akhirnya ujung2 nya duit lagi,dg alasan dana ini lah,dana buat ngurus itu lah,jadi di itung2 dobel bayar pajak nya,yg harus nya 500rb'an jadi 1jt lebih",2025-01-27 12:49:56+00:00,negatif
"jalan satu tahun,pas mau bayar pajak,ternyata salah satu syarat2 nya,harus ada KTP orang pertama yg punya kendaraan tsb,sedangkan saya tidak tau dan tidak kenal orang tsb,",2025-01-27 12:47:57+00:00,negatif
"kasus nya saya beli kendaraan bekas jenis motor,proses nya lewat cod,masalah nya pas transaksi sya GK minta KTP orng yg menjual nya dan tanpa kwitansi.",2025-01-27 12:45:26+00:00,negatif
gimana sih biar kaya raya min ...??,2025-01-21 12:40:28+00:00,negatif
inti nya kenapa bayar pajak kendaraan ribet,2025-01-27 12:42:12+00:00,negatif
bapaaa sehat sehat pakk.. akuu bangga padaa muuu paakkkk,2025-02-24 05:27:29+00:00,negatif
pak turunin harga ninja ss pak😊,2025-01-27 09:07:47+00:00,positif
pak libur full satu bulan pada bulan Ramadhan jadi gak ya,2025-01-22 13:27:01+00:00,negatif
semangat semuanya,2025-01-29 15:20:43+00:00,positif
"PASAR DAN WARUNG KECIL AJA PD NAIK NOH, ENGOS-ENGOSAN BGT GUE JD IRT KALO BELANJA APA-APA SERBA NAIK",2025-01-21 04:51:45+00:00,negatif
min mau tanya nih.apakah bulan puasa sekolah libur 30 hari.jadi gak?,2025-01-21 16:13:33+00:00,negatif
mendinggg mbr epep,2025-01-21 06:53:58+00:00,netral
tapi kenyataannya omongan menkeu beda dengan omongan presiden. 😏,2025-02-03 13:02:42+00:00,netral
"min boleh tolong saya,pengen pulang ke sukabumi. daya dari kalimantan timur,Bontang. tolong pisan. terima kasih",2025-01-22 05:00:38+00:00,negatif
